                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 202300016 Start:   2023100300 Length:  4 Area:      72.192 SSIscaled:      0.15421 SSIarea:      0.19456
Event: 202300158 Start:   2023101612 Length:  7 Area:     233.957 SSIscaled:      0.47918 SSIarea:      0.60459
  2023101612   158    15   15.900  274.94   48.15   779.42   24.71    0.55   23.61   25.54  276.75   49.91    0.00056       9.77      194409.0    0.00070
  2023101618   158    40   39.737  278.84   50.79   616.34   26.73    2.04   22.68   30.48  279.00   51.03    0.14366    2322.52      624771.5    0.18126
  2023101700   158   135  131.698  275.45   52.38  1192.97   25.18    1.30   22.33   28.57  275.62   53.27    0.11761    1808.68     1714180.2    0.14838
  2023101706   158    42   38.205  274.60   54.30   576.12   25.05    1.40   22.71   28.05  272.25   54.39    0.03914     607.72      490178.8    0.04938
  2023101712   158    55   44.263  274.35   55.84  1149.16   25.19    1.91   22.23   29.41  274.50   55.51    0.07621    1199.86      582239.1    0.09616
  2023101718   158    66   54.340  281.13   57.12   836.48   25.53    1.94   21.57   30.40  285.75   56.64    0.06244    1074.16      744079.6    0.07878
  2023101800   158    48   39.632  287.16   57.28   942.73   25.75    2.16   22.23   30.25  288.00   57.76    0.03957     738.35      558678.7    0.04992
Event: 202300166 Start:   2023101706 Length:  6 Area:     217.442 SSIscaled:      1.91741 SSIarea:      2.41922
  2023101706   166    27   29.241  225.80   46.67   610.73   33.36    3.38   28.44   39.64  225.00   46.54    0.25029    7219.38      905530.1    0.31580
  2023101712   166    92   93.079  233.37   51.14  1630.27   25.88    7.73    9.56   42.49  231.75   52.15    0.70980   14397.64     1641897.6    0.89556
  2023101718   166    63   59.507  240.87   52.42   623.18   22.06    4.68   12.21   30.36  234.00   49.91    0.71020    2431.58      584814.8    0.89607
  2023101800   166    67   61.330  245.83   54.26   812.03   22.59    5.54   10.29   28.96  245.25   56.64    0.04535     591.53      667646.8    0.05722
  2023101806   166    96   84.855  248.00   56.36   861.23   26.07    3.56   13.76   30.05  248.62   53.27    0.18304    3134.89     1278934.1    0.23095
  2023101812   166    48   39.006  249.09   58.46   563.89   24.96    1.14   23.03   26.43  249.75   57.76    0.01872     286.03      493867.7    0.02362
Event: 202300201 Start:   2023102006 Length:  4 Area:      73.356 SSIscaled:      0.14719 SSIarea:      0.18571
  2023102006   201    38   35.561  255.38   53.27   617.68   25.56    2.51   22.39   30.75  255.38   53.27    0.09874    1561.89      494190.2    0.12458
  2023102012   201    17   15.410  253.19   54.44   342.27   25.08    0.93   23.42   26.58  250.88   52.15    0.00367      59.59      197413.7    0.00464
  2023102018   201    23   19.876  258.41   57.20   452.72   24.71    1.66   22.75   28.18  258.75   57.76    0.02472     374.00      245883.6    0.03119
  2023102100   201    42   37.416  260.12   56.28   590.82   24.34    1.14   22.19   26.86  261.00   57.76    0.02006     298.34      439054.0    0.02531
Event: 202300207 Start:   2023102100 Length:  4 Area:      70.326 SSIscaled:      0.11949 SSIarea:      0.15076
  2023102100   207    39   35.756  239.51   53.39   440.45   19.17    4.86    9.39   27.44  241.88   56.64    0.01561      85.65      242203.5    0.01969
  2023102106   207    52   48.099  240.94   53.24   512.35   19.70    5.72    9.27   30.01  245.25   55.51    0.04603     301.61      371974.2    0.05808
  2023102112   207    37   35.239  244.93   52.21   438.25   19.00    6.71   10.08   30.03  248.62   53.27    0.02811     234.97      270118.3    0.03547
  2023102118   207    16   15.432  242.67   52.07   300.74   13.52    2.58   10.08   18.45  244.12   53.27    0.02973      51.44       34281.3    0.03752
Event: 202300214 Start:   2023102200 Length: 11 Area:     219.601 SSIscaled:      4.80173 SSIarea:      6.05752
  2023102200   214    69   43.497  284.22   66.78   562.33   23.84    1.29   21.26   26.45  286.88   65.61    0.07627     913.60      480731.8    0.09623
  2023102206   214   101   58.624  286.64   68.61   756.54   23.73    1.64   20.42   27.22  290.25   65.61    0.08721    1099.24      642591.8    0.11003
  2023102212   214   142   70.399  285.52   72.41   784.90   22.74    1.14   19.77   24.71  288.00   73.46    0.14004    1406.64      674330.4    0.17668
  2023102218   214   196   86.677  290.65   74.19   779.68   24.20    2.38   19.68   30.44  290.25   76.82    0.67952    7405.25     1022311.7    0.85731
  2023102300   214   224   86.320  294.29   77.00   895.80   24.64    3.74   19.68   35.91  294.75   77.94    0.70464   10319.79     1121383.6    0.88897
  2023102306   214   219   70.596  297.57   78.62   830.47   25.52    4.29   19.60   34.53  297.00   80.19    0.74047   10897.89     1031911.4    0.93415
  2023102312   214   236   63.463  299.21   80.58   799.12   26.85    4.63   19.21   37.46  304.88   81.31    1.18129   17084.05     1084344.6    1.49017
  2023102318   214   205   48.540  302.59   81.52   553.48   27.70    4.12   19.83   37.43  304.88   81.31    0.98433   13994.34      891050.2    1.24166
  2023102400   214   184   37.589  308.70   82.06   483.68   25.34    3.55   19.24   32.49  306.00   81.31    0.18157    2721.39      524140.7    0.22903
  2023102406   214   199   36.555  314.88   82.51   502.53   23.30    2.73   18.95   28.15  320.62   82.43    0.01531     235.69      389444.0    0.01931
  2023102412   214   177   31.642  331.58   78.35  1016.37   22.94    2.22   18.70   28.41  329.62   81.31    0.01109     114.01      317894.1    0.01399
Event: 202300219 Start:   2023102300 Length:  4 Area:      81.106 SSIscaled:      0.39417 SSIarea:      0.49730
  2023102300   219    46   22.380  211.16   72.10   693.72   23.86    1.48   21.28   26.32  210.38   72.34    0.02564     342.33      248609.7    0.03235
  2023102306   219    75   33.659  208.50   73.38   657.97   25.30    2.23   21.85   29.33  205.88   73.46    0.15476    2140.67      451218.8    0.19526
  2023102312   219    90   38.472  206.11   74.06   996.35   25.30    2.26   21.71   29.05  200.25   73.46    0.16055    2265.54      516298.7    0.20256
  2023102318   219    78   31.780  202.86   74.85   836.49   24.72    1.58   21.82   27.88  201.38   74.58    0.05321     759.90      393054.7    0.06714
Event: 202300225 Start:   2023102312 Length:  9 Area:     211.012 SSIscaled:      2.28461 SSIarea:      2.88252
  2023102312   225    13   15.730   19.69   39.34   252.95   24.42    1.07   22.71   26.21   19.12   39.81    0.00974     141.83      186283.6    0.01229
  2023102318   225    24   28.310   24.09   40.04   552.42   25.10    1.48   22.45   28.03   23.62   39.81    0.01678     277.40      366054.2    0.02118
  2023102400   225    48   56.980   25.85   40.30   943.68   25.99    2.05   21.27   29.45   28.12   43.18    0.23290    3358.85      824507.6    0.29386
  2023102406   225    48   57.278   26.93   41.16  1022.34   27.42    4.04   21.26   35.34   27.00   42.06    0.85466   13531.61     1018525.6    1.07834
  2023102412   225    52   61.561   28.63   42.53  1137.11   26.36    3.51   21.58   33.16   28.12   39.81    0.49090    7561.11      961621.4    0.61938
  2023102418   225    52   59.351   31.57   42.51   776.82   25.73    4.04   17.36   34.43   31.50   42.06    0.26480    4622.59      879418.1    0.33410
  2023102500   225    30   34.987   35.93   42.09   512.13   25.45    4.35   18.29   32.90   36.00   42.06    0.17320    2918.69      507544.6    0.21853
  2023102506   225    17   19.764   40.45   41.62   325.55   21.95    4.39   14.15   28.57   40.50   43.18    0.06518     618.08      188826.9    0.08224
  2023102512   225    17   20.424   42.94   39.97   320.36   13.48    1.12   11.79   16.36   40.50   38.69    0.17643     260.04       41297.6    0.22261
Event: 202300229 Start:   2023102318 Length:  7 Area:     302.515 SSIscaled:      2.83636 SSIarea:      3.57865
  2023102318   229    22   25.944  196.48   40.63   526.92   32.03    0.97   30.59   33.67  196.88   40.93    0.00198      74.56      691137.6    0.00249
  2023102400   229    27   31.712  199.37   41.03   552.98   31.88    0.85   30.56   33.84  199.12   40.93    0.00280     102.75      832551.1    0.00353
  2023102406   229    43   45.654  204.19   47.31   647.99   32.88    1.48   30.37   36.76  204.75   47.66    0.02313     855.54     1321071.0    0.02918
  2023102412   229   136  133.014  211.16   50.98  1158.95   31.98    2.52   26.41   38.15  210.38   51.03    0.22109    7119.72     3585372.0    0.27895
  2023102418   229   133  120.219  220.64   56.81  1145.66   33.67    3.92   24.60   44.77  222.75   56.64    2.37660   57922.70     3866138.8    2.99856
  2023102500   229   104   91.369  217.49   56.19   967.07   30.23    2.82   20.18   35.17  218.25   56.64    0.20094    5035.06     2091978.2    0.25353
  2023102506   229    46   39.219  214.69   57.21   573.77   28.69    1.00   26.20   30.18  210.38   55.51    0.00983     238.96      751874.8    0.01240
Event: 202300230 Start:   2023102400 Length: 12 Area:     212.583 SSIscaled:      7.66355 SSIarea:      9.66697
  2023102400   230    41   15.760  252.21   75.96   434.68   22.13    0.79   20.69   23.60  249.75   76.82    0.00511      58.30      138758.9    0.00645
  2023102406   230    79   27.208  259.58   77.50   582.98   22.98    1.33   20.35   25.33  258.75   77.94    0.05798     626.61      269609.3    0.07315
  2023102412   230   164   49.001  266.70   79.53   931.61   24.13    2.46   20.61   29.84  266.62   80.19    0.45947    4946.30      574723.3    0.57963
  2023102418   230   477  103.791  274.65   80.36  1337.85   24.78    3.17   20.32   33.35  274.50   81.31    1.82287   19761.72     1342796.0    2.29947
  2023102500   230   407   90.699  281.77   81.04  1327.20   25.38    3.53   20.16   34.94  280.12   81.31    2.15381   23708.55     1272001.5    2.71687
  2023102506   230   415   93.484  298.50   82.17  1593.84   25.42    3.13   20.03   33.14  290.25   81.31    1.41094   15961.79     1300233.8    1.77966
  2023102512   230   367   84.972  313.86   81.92  1406.98   25.96    3.79   19.81   33.80  306.00   81.31    0.90047   12708.82     1280713.9    1.13583
  2023102518   230   274   70.345  307.38   80.97  1219.14   25.94    4.03   20.22   35.54  306.00   81.31    0.48100    7853.10     1066637.4    0.60676
